phase,epoch,lr,loss,acc,time_sec
train_epoch,29,0.00241955,1.114008,,7.067
val_epoch,29,0.00241955,1.160775,0.670529,4.308
train_epoch,30,0.00238188,1.119401,,7.321
val_epoch,30,0.00238188,1.163071,0.675227,4.607
train_epoch,31,0.00234334,1.112772,,7.242
val_epoch,31,0.00234334,1.152255,0.674601,4.381
train_epoch,32,0.00230397,1.117806,,7.220
val_epoch,32,0.00230397,1.145719,0.678672,4.477
train_epoch,33,0.00226381,1.109685,,7.167
val_epoch,33,0.00226381,1.155725,0.671156,4.301
train_epoch,34,0.00222289,1.110034,,7.156
val_epoch,34,0.00222289,1.146638,0.674601,4.650
train_epoch,35,0.00218126,1.108232,,7.321
val_epoch,35,0.00218126,1.144096,0.675227,4.553
train_epoch,36,0.00213896,1.105958,,7.101
val_epoch,36,0.00213896,1.145548,0.678985,4.680
train_epoch,37,0.00209602,1.107412,,7.009
val_epoch,37,0.00209602,1.148798,0.677419,4.301
train_epoch,38,0.00205250,1.107286,,7.248
val_epoch,38,0.00205250,1.144343,0.677419,4.646
train_epoch,39,0.00200844,1.109055,,7.086
val_epoch,39,0.00200844,1.163465,0.657376,4.600
train_epoch,40,0.00196387,1.103528,,7.050
val_epoch,40,0.00196387,1.152488,0.677419,4.571
train_epoch,41,0.00191885,1.100068,,7.497
val_epoch,41,0.00191885,1.147419,0.674288,4.440
train_epoch,42,0.00187341,1.104796,,7.178
val_epoch,42,0.00187341,1.155801,0.669277,4.594
train_epoch,43,0.00182761,1.102413,,7.373
val_epoch,43,0.00182761,1.144666,0.672408,4.436
train_epoch,44,0.00178148,1.099585,,7.025
val_epoch,44,0.00178148,1.143171,0.676793,4.343
train_epoch,45,0.00173507,1.103957,,7.156
val_epoch,45,0.00173507,1.139808,0.680551,4.618
train_epoch,46,0.00168844,1.098095,,7.384
val_epoch,46,0.00168844,1.142954,0.676793,4.435
train_epoch,47,0.00164162,1.096212,,7.462
val_epoch,47,0.00164162,1.141011,0.676793,4.443
train_epoch,48,0.00159465,1.099447,,7.218
val_epoch,48,0.00159465,1.141135,0.682743,4.403
train_epoch,49,0.00154760,1.094392,,6.976
val_epoch,49,0.00154760,1.136094,0.682117,4.450
train_epoch,50,0.00150050,1.094992,,7.021
val_epoch,50,0.00150050,1.141905,0.680238,4.545
train_epoch,51,0.00145340,1.092829,,7.077
val_epoch,51,0.00145340,1.136853,0.680238,4.615
train_epoch,52,0.00140635,1.092806,,7.064
val_epoch,52,0.00140635,1.135316,0.683683,4.360
train_epoch,53,0.00135938,1.093012,,6.943
val_epoch,53,0.00135938,1.139525,0.675540,4.564
train_epoch,54,0.00131256,1.098537,,7.205
val_epoch,54,0.00131256,1.155653,0.664892,4.363
train_epoch,55,0.00126593,1.094613,,7.081
val_epoch,55,0.00126593,1.141809,0.679612,4.633
train_epoch,56,0.00121952,1.091357,,7.340
val_epoch,56,0.00121952,1.134627,0.682430,4.438
train_epoch,57,0.00117339,1.095003,,7.427
val_epoch,57,0.00117339,1.138286,0.677733,4.504
train_epoch,58,0.00112759,1.090634,,7.189
val_epoch,58,0.00112759,1.138394,0.683057,4.679
train_epoch,59,0.00108215,1.091627,,7.084
val_epoch,59,0.00108215,1.131398,0.682430,4.583
train_epoch,60,0.00103713,1.088009,,7.527
val_epoch,60,0.00103713,1.133461,0.687441,4.656
train_epoch,61,0.00099256,1.090986,,7.331
val_epoch,61,0.00099256,1.135805,0.679612,4.661
train_epoch,62,0.00094850,1.089670,,7.127
val_epoch,62,0.00094850,1.133750,0.680551,4.371
train_epoch,63,0.00090498,1.085491,,7.220
val_epoch,63,0.00090498,1.131984,0.686502,4.326
train_epoch,64,0.00086204,1.082895,,7.125
val_epoch,64,0.00086204,1.131134,0.685249,4.634
train_epoch,65,0.00081974,1.085395,,7.164
val_epoch,65,0.00081974,1.132174,0.684309,4.417
train_epoch,66,0.00077811,1.086304,,7.011
val_epoch,66,0.00077811,1.135084,0.680864,4.411
train_epoch,67,0.00073719,1.087172,,7.289
val_epoch,67,0.00073719,1.133536,0.681804,4.505
train_epoch,68,0.00069703,1.086289,,7.147
val_epoch,68,0.00069703,1.130598,0.683683,4.521
train_epoch,69,0.00065766,1.085948,,7.097
val_epoch,69,0.00065766,1.131062,0.683683,4.609
train_epoch,70,0.00061912,1.084442,,7.256
val_epoch,70,0.00061912,1.130525,0.686189,4.333
train_epoch,71,0.00058145,1.084435,,7.405
val_epoch,71,0.00058145,1.136358,0.679612,4.493
train_epoch,72,0.00054468,1.082806,,7.138
val_epoch,72,0.00054468,1.130365,0.685875,4.565
train_epoch,73,0.00050886,1.084533,,7.145
val_epoch,73,0.00050886,1.135962,0.682430,4.401
train_epoch,74,0.00047402,1.083547,,7.312
val_epoch,74,0.00047402,1.131886,0.686502,4.452
train_epoch,75,0.00044019,1.083684,,7.185
val_epoch,75,0.00044019,1.131293,0.685875,4.523
train_epoch,76,0.00040741,1.080890,,7.364
val_epoch,76,0.00040741,1.130266,0.683683,4.635
train_epoch,77,0.00037571,1.079816,,7.219
val_epoch,77,0.00037571,1.132215,0.686502,4.493
train_epoch,78,0.00034512,1.081443,,7.254
val_epoch,78,0.00034512,1.131206,0.686502,4.469
train_epoch,79,0.00031566,1.082345,,7.204
val_epoch,79,0.00031566,1.131032,0.683683,4.620
train_epoch,80,0.00028738,1.079647,,7.538
val_epoch,80,0.00028738,1.130550,0.685249,4.563
