phase,epoch,lr,loss,acc,time_sec
train_epoch,1,0.00299926,1.635808,,7.570
val_epoch,1,0.00299926,1.337119,0.590041,4.543
train_epoch,2,0.00299704,1.249510,,7.297
val_epoch,2,0.00299704,1.219373,0.641716,4.458
train_epoch,3,0.00299335,1.173464,,7.484
val_epoch,3,0.00299335,1.182843,0.661134,4.513
train_epoch,4,0.00298818,1.138405,,7.178
val_epoch,4,0.00298818,1.150997,0.672095,4.503
train_epoch,5,0.00298154,1.116891,,7.559
val_epoch,5,0.00298154,1.138417,0.680864,4.632
train_epoch,6,0.00297344,1.101354,,7.252
val_epoch,6,0.00297344,1.125862,0.683996,4.584
train_epoch,7,0.00296389,1.095582,,7.253
val_epoch,7,0.00296389,1.119976,0.688694,4.416
train_epoch,8,0.00295289,1.088500,,7.520
val_epoch,8,0.00295289,1.113631,0.691513,4.690
train_epoch,9,0.00294046,1.084319,,7.423
val_epoch,9,0.00294046,1.115671,0.687754,4.575
train_epoch,10,0.00292661,1.081195,,7.257
val_epoch,10,0.00292661,1.121852,0.680864,4.356
train_epoch,11,0.00291135,1.076078,,7.474
val_epoch,11,0.00291135,1.108688,0.694645,4.642
train_epoch,12,0.00289470,1.072930,,7.462
val_epoch,12,0.00289470,1.107094,0.693705,4.760
train_epoch,13,0.00287667,1.068899,,7.256
val_epoch,13,0.00287667,1.107201,0.694645,4.475
train_epoch,14,0.00285729,1.067964,,7.433
val_epoch,14,0.00285729,1.097659,0.704980,4.615
train_epoch,15,0.00283656,1.062828,,7.086
val_epoch,15,0.00283656,1.100045,0.701221,4.475
train_epoch,16,0.00281452,1.064517,,7.410
val_epoch,16,0.00281452,1.097479,0.695584,4.397
train_epoch,17,0.00279118,1.057396,,7.547
val_epoch,17,0.00279118,1.094561,0.701848,4.545
train_epoch,18,0.00276657,1.059929,,7.136
val_epoch,18,0.00276657,1.090357,0.706859,4.749
train_epoch,19,0.00274071,1.054553,,7.619
val_epoch,19,0.00274071,1.093470,0.707485,4.705
train_epoch,20,0.00271362,1.054839,,7.153
val_epoch,20,0.00271362,1.095232,0.706232,4.498
train_epoch,21,0.00268534,1.055633,,7.170
val_epoch,21,0.00268534,1.089428,0.701848,4.464
train_epoch,22,0.00265588,1.052271,,7.223
val_epoch,22,0.00265588,1.092012,0.698403,4.656
train_epoch,23,0.00262529,1.051094,,7.046
val_epoch,23,0.00262529,1.097683,0.703727,4.653
train_epoch,24,0.00259359,1.053479,,7.001
val_epoch,24,0.00259359,1.086429,0.707172,4.685
train_epoch,25,0.00256081,1.049852,,7.141
val_epoch,25,0.00256081,1.087892,0.706232,4.693
train_epoch,26,0.00252698,1.047086,,7.520
val_epoch,26,0.00252698,1.086090,0.703727,4.491
train_epoch,27,0.00249214,1.050103,,7.292
val_epoch,27,0.00249214,1.090034,0.708738,4.646
train_epoch,28,0.00245632,1.046381,,7.188
val_epoch,28,0.00245632,1.081963,0.713122,4.400
train_epoch,29,0.00241955,1.044589,,7.342
val_epoch,29,0.00241955,1.086402,0.705606,4.681
train_epoch,30,0.00238188,1.045126,,7.073
val_epoch,30,0.00238188,1.094742,0.702474,4.658
train_epoch,31,0.00234334,1.046973,,7.257
val_epoch,31,0.00234334,1.080954,0.712496,4.669
train_epoch,32,0.00230397,1.044303,,7.026
val_epoch,32,0.00230397,1.082014,0.706232,4.480
train_epoch,33,0.00226381,1.041128,,7.081
val_epoch,33,0.00226381,1.080160,0.709991,4.452
train_epoch,34,0.00222289,1.041768,,7.070
val_epoch,34,0.00222289,1.084442,0.706232,4.522
train_epoch,35,0.00218126,1.038993,,7.381
val_epoch,35,0.00218126,1.077966,0.711870,4.657
train_epoch,36,0.00213896,1.038344,,7.452
val_epoch,36,0.00213896,1.083652,0.703414,4.480
train_epoch,37,0.00209602,1.038801,,7.367
val_epoch,37,0.00209602,1.078672,0.709364,4.356
train_epoch,38,0.00205250,1.038445,,7.456
val_epoch,38,0.00205250,1.079687,0.709364,4.327
train_epoch,39,0.00200844,1.036325,,6.940
val_epoch,39,0.00200844,1.079701,0.703101,4.358
train_epoch,40,0.00196387,1.037066,,7.309
val_epoch,40,0.00196387,1.076055,0.708111,4.467
train_epoch,41,0.00191885,1.035055,,7.336
val_epoch,41,0.00191885,1.079491,0.706546,4.614
train_epoch,42,0.00187341,1.037797,,7.241
val_epoch,42,0.00187341,1.075441,0.709991,4.523
train_epoch,43,0.00182761,1.034226,,7.231
val_epoch,43,0.00182761,1.076413,0.709364,4.532
train_epoch,44,0.00178148,1.036476,,7.370
val_epoch,44,0.00178148,1.078710,0.708111,4.497
train_epoch,45,0.00173507,1.037043,,7.326
val_epoch,45,0.00173507,1.076328,0.705293,4.403
train_epoch,46,0.00168844,1.036965,,7.125
val_epoch,46,0.00168844,1.075492,0.713749,4.626
train_epoch,47,0.00164162,1.032868,,7.165
val_epoch,47,0.00164162,1.078431,0.709991,4.562
train_epoch,48,0.00159465,1.033549,,7.534
val_epoch,48,0.00159465,1.080280,0.711870,4.601
train_epoch,49,0.00154760,1.033277,,7.289
val_epoch,49,0.00154760,1.077234,0.712809,4.565
train_epoch,50,0.00150050,1.032362,,7.379
val_epoch,50,0.00150050,1.078478,0.705606,4.443
train_epoch,51,0.00145340,1.032762,,7.289
val_epoch,51,0.00145340,1.074994,0.709991,4.427
train_epoch,52,0.00140635,1.031194,,7.446
val_epoch,52,0.00140635,1.075867,0.714375,4.561
train_epoch,53,0.00135938,1.031020,,7.256
val_epoch,53,0.00135938,1.074515,0.711243,4.758
train_epoch,54,0.00131256,1.032221,,7.348
val_epoch,54,0.00131256,1.074704,0.712496,4.544
train_epoch,55,0.00126593,1.029718,,7.117
val_epoch,55,0.00126593,1.074215,0.708425,4.535
train_epoch,56,0.00121952,1.029963,,7.402
val_epoch,56,0.00121952,1.075109,0.709991,4.678
train_epoch,57,0.00117339,1.032181,,7.137
val_epoch,57,0.00117339,1.071271,0.712183,4.622
train_epoch,58,0.00112759,1.029393,,7.131
val_epoch,58,0.00112759,1.072906,0.715628,4.477
train_epoch,59,0.00108215,1.029430,,7.477
val_epoch,59,0.00108215,1.071584,0.712809,4.430
train_epoch,60,0.00103713,1.027354,,7.155
val_epoch,60,0.00103713,1.072985,0.710304,4.432
train_epoch,61,0.00099256,1.029259,,7.061
val_epoch,61,0.00099256,1.074530,0.710930,4.359
train_epoch,62,0.00094850,1.027394,,7.259
val_epoch,62,0.00094850,1.072465,0.712496,4.455
train_epoch,63,0.00090498,1.026758,,7.064
val_epoch,63,0.00090498,1.072770,0.714062,4.659
train_epoch,64,0.00086204,1.024873,,7.306
val_epoch,64,0.00086204,1.070610,0.715315,4.624
train_epoch,65,0.00081974,1.025581,,7.167
val_epoch,65,0.00081974,1.071630,0.715315,4.577
train_epoch,66,0.00077811,1.025780,,7.358
val_epoch,66,0.00077811,1.071140,0.711870,4.696
train_epoch,67,0.00073719,1.027107,,7.145
val_epoch,67,0.00073719,1.071940,0.711557,4.487
train_epoch,68,0.00069703,1.027602,,7.330
val_epoch,68,0.00069703,1.071383,0.712183,4.586
train_epoch,69,0.00065766,1.025852,,7.212
val_epoch,69,0.00065766,1.070707,0.715315,4.567
train_epoch,70,0.00061912,1.024800,,7.328
val_epoch,70,0.00061912,1.070654,0.710617,4.635
train_epoch,71,0.00058145,1.024352,,7.272
val_epoch,71,0.00058145,1.070923,0.710930,4.591
train_epoch,72,0.00054468,1.023895,,7.351
val_epoch,72,0.00054468,1.069660,0.709364,4.672
train_epoch,73,0.00050886,1.025340,,7.229
val_epoch,73,0.00050886,1.071512,0.713749,4.453
train_epoch,74,0.00047402,1.024650,,7.263
val_epoch,74,0.00047402,1.071640,0.709051,4.621
train_epoch,75,0.00044019,1.024910,,7.041
val_epoch,75,0.00044019,1.071407,0.715941,4.513
train_epoch,76,0.00040741,1.023066,,7.429
val_epoch,76,0.00040741,1.070157,0.715628,4.433
train_epoch,77,0.00037571,1.022520,,7.322
val_epoch,77,0.00037571,1.070150,0.709677,4.468
train_epoch,78,0.00034512,1.023023,,7.228
val_epoch,78,0.00034512,1.069515,0.711557,4.430
train_epoch,79,0.00031566,1.023954,,7.322
val_epoch,79,0.00031566,1.070373,0.714062,4.663
train_epoch,80,0.00028738,1.022075,,7.272
val_epoch,80,0.00028738,1.069458,0.713122,4.585
train_epoch,81,0.00026029,1.022682,,7.183
val_epoch,81,0.00026029,1.069618,0.713436,4.469
train_epoch,82,0.00023443,1.024161,,7.158
val_epoch,82,0.00023443,1.068626,0.713749,4.563
train_epoch,83,0.00020982,1.021943,,7.516
val_epoch,83,0.00020982,1.068877,0.711243,4.407
train_epoch,84,0.00018648,1.021141,,7.268
val_epoch,84,0.00018648,1.069028,0.713122,4.505
train_epoch,85,0.00016444,1.023451,,7.695
val_epoch,85,0.00016444,1.069300,0.713749,4.684
train_epoch,86,0.00014371,1.023944,,7.450
val_epoch,86,0.00014371,1.069020,0.711870,4.608
train_epoch,87,0.00012433,1.022147,,7.505
val_epoch,87,0.00012433,1.068572,0.709991,4.435
train_epoch,88,0.00010630,1.022196,,7.150
val_epoch,88,0.00010630,1.068618,0.712809,4.623
train_epoch,89,0.00008965,1.020067,,7.483
val_epoch,89,0.00008965,1.068577,0.711870,4.657
train_epoch,90,0.00007439,1.021718,,7.535
val_epoch,90,0.00007439,1.068564,0.713436,4.598
train_epoch,91,0.00006054,1.021492,,7.329
val_epoch,91,0.00006054,1.068752,0.710930,4.594
