phase,epoch,lr,loss,acc,time_sec
train_epoch,54,0.00021923,0.425777,,17.548
val_epoch,54,0.00021923,1.415317,0.667397,6.566
train_epoch,55,0.00021147,0.423632,,17.535
val_epoch,55,0.00021147,1.438544,0.673661,6.690
train_epoch,56,0.00020375,0.396707,,19.185
val_epoch,56,0.00020375,1.427117,0.673348,6.365
train_epoch,57,0.00019607,0.382373,,18.812
val_epoch,57,0.00019607,1.411532,0.671469,6.742
train_epoch,58,0.00018845,0.359629,,18.392
val_epoch,58,0.00018845,1.458503,0.671782,6.796
train_epoch,59,0.00018089,0.339453,,18.818
val_epoch,59,0.00018089,1.456940,0.673348,6.726
train_epoch,60,0.00017340,0.324701,,18.075
val_epoch,60,0.00017340,1.457974,0.671156,6.950
train_epoch,61,0.00016598,0.326013,,18.776
val_epoch,61,0.00016598,1.464056,0.673035,6.464
