phase,epoch,lr,loss,acc,time_sec
train_epoch,52,0.00140635,1.043315,,11.054
val_epoch,52,0.00140635,1.087647,0.706546,6.300
train_epoch,53,0.00135938,1.043708,,10.341
val_epoch,53,0.00135938,1.087180,0.696837,6.755
train_epoch,54,0.00131256,1.044618,,10.675
val_epoch,54,0.00131256,1.086755,0.699342,6.386
train_epoch,55,0.00126593,1.042145,,10.667
val_epoch,55,0.00126593,1.087616,0.703101,6.715
train_epoch,56,0.00121952,1.042366,,11.078
val_epoch,56,0.00121952,1.086663,0.705293,6.889
train_epoch,57,0.00117339,1.044717,,12.004
val_epoch,57,0.00117339,1.082874,0.704666,6.653
train_epoch,58,0.00112759,1.041542,,11.341
val_epoch,58,0.00112759,1.083896,0.709364,6.818
train_epoch,59,0.00108215,1.041585,,11.080
val_epoch,59,0.00108215,1.082404,0.705606,6.619
train_epoch,60,0.00103713,1.039209,,10.624
val_epoch,60,0.00103713,1.083072,0.709051,6.377
train_epoch,61,0.00099256,1.041698,,10.838
val_epoch,61,0.00099256,1.086393,0.701848,6.293
train_epoch,62,0.00094850,1.039245,,10.904
val_epoch,62,0.00094850,1.082557,0.708111,6.911
train_epoch,63,0.00090498,1.038313,,10.204
val_epoch,63,0.00090498,1.083056,0.703101,6.574
train_epoch,64,0.00086204,1.036163,,11.938
val_epoch,64,0.00086204,1.081614,0.705606,6.308
train_epoch,65,0.00081974,1.038023,,11.217
val_epoch,65,0.00081974,1.081911,0.705606,6.690
train_epoch,66,0.00077811,1.037548,,10.902
val_epoch,66,0.00077811,1.081612,0.705293,6.694
train_epoch,67,0.00073719,1.038887,,12.003
val_epoch,67,0.00073719,1.082462,0.708111,7.394
train_epoch,68,0.00069703,1.039354,,10.708
val_epoch,68,0.00069703,1.082590,0.704353,6.392
train_epoch,69,0.00065766,1.038040,,10.540
val_epoch,69,0.00065766,1.081270,0.704353,6.863
train_epoch,70,0.00061912,1.036573,,10.778
val_epoch,70,0.00061912,1.081851,0.704980,6.783
train_epoch,71,0.00058145,1.036296,,10.575
val_epoch,71,0.00058145,1.081822,0.703414,6.203
train_epoch,72,0.00054468,1.035275,,10.551
val_epoch,72,0.00054468,1.080392,0.707172,6.301
train_epoch,73,0.00050886,1.037131,,11.259
val_epoch,73,0.00050886,1.083764,0.703727,6.075
train_epoch,74,0.00047402,1.036333,,10.562
val_epoch,74,0.00047402,1.081966,0.704980,6.815
train_epoch,75,0.00044019,1.036946,,10.793
val_epoch,75,0.00044019,1.083063,0.704353,6.353
train_epoch,76,0.00040741,1.034355,,10.537
val_epoch,76,0.00040741,1.080658,0.705606,6.454
train_epoch,77,0.00037571,1.034395,,10.933
val_epoch,77,0.00037571,1.080789,0.706232,6.682
train_epoch,78,0.00034512,1.034980,,10.888
val_epoch,78,0.00034512,1.080340,0.705606,6.263
