phase,epoch,lr,loss,acc,time_sec
train_epoch,1,0.00299926,1.593936,,10.889
val_epoch,1,0.00299926,1.282632,0.615409,6.871
train_epoch,2,0.00299704,1.200929,,10.806
val_epoch,2,0.00299704,1.182507,0.667711,6.720
train_epoch,3,0.00299335,1.137291,,10.849
val_epoch,3,0.00299335,1.161237,0.669277,6.315
train_epoch,4,0.00298818,1.105479,,10.637
val_epoch,4,0.00298818,1.128710,0.679925,6.739
train_epoch,5,0.00298154,1.089527,,10.461
val_epoch,5,0.00298154,1.117260,0.689320,6.257
train_epoch,6,0.00297344,1.075015,,11.053
val_epoch,6,0.00297344,1.108495,0.692139,6.089
train_epoch,7,0.00296389,1.070959,,10.622
val_epoch,7,0.00296389,1.101413,0.693392,6.175
train_epoch,8,0.00295289,1.064837,,10.676
val_epoch,8,0.00295289,1.099903,0.701848,6.871
train_epoch,9,0.00294046,1.062931,,11.023
val_epoch,9,0.00294046,1.099514,0.695271,6.519
train_epoch,10,0.00292661,1.061345,,10.395
val_epoch,10,0.00292661,1.098235,0.695271,6.565
train_epoch,11,0.00291135,1.055375,,10.289
val_epoch,11,0.00291135,1.090920,0.698403,6.316
train_epoch,12,0.00289470,1.051122,,10.414
val_epoch,12,0.00289470,1.085675,0.705919,6.556
train_epoch,13,0.00287667,1.049910,,10.613
val_epoch,13,0.00287667,1.088087,0.699655,6.148
train_epoch,14,0.00285729,1.051843,,10.265
val_epoch,14,0.00285729,1.079732,0.712809,6.192
train_epoch,15,0.00283656,1.042643,,10.414
val_epoch,15,0.00283656,1.084389,0.710304,6.312
train_epoch,16,0.00281452,1.044747,,10.811
val_epoch,16,0.00281452,1.079337,0.711870,6.519
train_epoch,17,0.00279118,1.037971,,10.621
val_epoch,17,0.00279118,1.079895,0.708425,6.743
train_epoch,18,0.00276657,1.043083,,10.559
val_epoch,18,0.00276657,1.078406,0.708425,6.217
train_epoch,19,0.00274071,1.038454,,10.466
val_epoch,19,0.00274071,1.078383,0.711870,6.529
train_epoch,20,0.00271362,1.036292,,10.479
val_epoch,20,0.00271362,1.076394,0.717194,6.389
train_epoch,21,0.00268534,1.036400,,11.142
val_epoch,21,0.00268534,1.071185,0.716567,6.117
train_epoch,22,0.00265588,1.032999,,10.393
val_epoch,22,0.00265588,1.072924,0.713749,6.128
train_epoch,23,0.00262529,1.031822,,10.529
val_epoch,23,0.00262529,1.084625,0.717820,6.252
train_epoch,24,0.00259359,1.033088,,10.789
val_epoch,24,0.00259359,1.067536,0.719386,6.223
train_epoch,25,0.00256081,1.029851,,10.725
val_epoch,25,0.00256081,1.073341,0.719073,6.396
train_epoch,26,0.00252698,1.029421,,10.481
val_epoch,26,0.00252698,1.068627,0.712809,7.326
train_epoch,27,0.00249214,1.031252,,11.493
val_epoch,27,0.00249214,1.073114,0.713122,6.826
train_epoch,28,0.00245632,1.028518,,11.654
val_epoch,28,0.00245632,1.061685,0.720952,6.739
train_epoch,29,0.00241955,1.024994,,10.492
val_epoch,29,0.00241955,1.067490,0.716254,6.590
train_epoch,30,0.00238188,1.027002,,10.798
val_epoch,30,0.00238188,1.077217,0.707172,6.853
train_epoch,31,0.00234334,1.027792,,10.630
val_epoch,31,0.00234334,1.062546,0.718447,6.745
train_epoch,32,0.00230397,1.024990,,10.122
val_epoch,32,0.00230397,1.063006,0.718760,6.837
train_epoch,33,0.00226381,1.021437,,10.620
val_epoch,33,0.00226381,1.061339,0.720326,6.107
train_epoch,34,0.00222289,1.021938,,10.424
val_epoch,34,0.00222289,1.065094,0.713436,6.195
train_epoch,35,0.00218126,1.019002,,10.574
val_epoch,35,0.00218126,1.059080,0.723771,6.439
train_epoch,36,0.00213896,1.018605,,10.793
val_epoch,36,0.00213896,1.062853,0.713122,6.360
train_epoch,37,0.00209602,1.018869,,10.447
val_epoch,37,0.00209602,1.061194,0.715002,5.927
train_epoch,38,0.00205250,1.020079,,10.587
val_epoch,38,0.00205250,1.059560,0.720952,6.582
train_epoch,39,0.00200844,1.018088,,10.370
val_epoch,39,0.00200844,1.067526,0.707798,6.217
train_epoch,40,0.00196387,1.016769,,10.550
val_epoch,40,0.00196387,1.059958,0.721265,6.837
train_epoch,41,0.00191885,1.014889,,10.660
val_epoch,41,0.00191885,1.063885,0.721578,6.389
train_epoch,42,0.00187341,1.018422,,10.584
val_epoch,42,0.00187341,1.055518,0.724084,6.499
train_epoch,43,0.00182761,1.015297,,11.078
val_epoch,43,0.00182761,1.057517,0.721892,6.651
train_epoch,44,0.00178148,1.016536,,10.458
val_epoch,44,0.00178148,1.059810,0.714062,6.757
train_epoch,45,0.00173507,1.019510,,10.472
val_epoch,45,0.00173507,1.060496,0.719699,6.844
train_epoch,46,0.00168844,1.017259,,10.539
val_epoch,46,0.00168844,1.057117,0.721265,6.429
train_epoch,47,0.00164162,1.012784,,10.518
val_epoch,47,0.00164162,1.057292,0.715941,6.519
train_epoch,48,0.00159465,1.013722,,11.111
val_epoch,48,0.00159465,1.063174,0.717507,6.608
train_epoch,49,0.00154760,1.012757,,10.717
val_epoch,49,0.00154760,1.060635,0.716881,6.445
train_epoch,50,0.00150050,1.011002,,10.380
val_epoch,50,0.00150050,1.059435,0.717507,6.391
train_epoch,51,0.00145340,1.012243,,10.740
val_epoch,51,0.00145340,1.053950,0.720952,6.677
train_epoch,52,0.00140635,1.010083,,11.106
val_epoch,52,0.00140635,1.058480,0.718447,6.325
train_epoch,53,0.00135938,1.010051,,10.475
val_epoch,53,0.00135938,1.055786,0.717820,6.057
train_epoch,54,0.00131256,1.011280,,10.527
val_epoch,54,0.00131256,1.055910,0.716881,6.343
train_epoch,55,0.00126593,1.009327,,10.462
val_epoch,55,0.00126593,1.057466,0.715315,6.379
train_epoch,56,0.00121952,1.009245,,10.905
val_epoch,56,0.00121952,1.055293,0.721265,6.348
train_epoch,57,0.00117339,1.011698,,10.275
val_epoch,57,0.00117339,1.051799,0.726903,6.253
train_epoch,58,0.00112759,1.008322,,10.614
val_epoch,58,0.00112759,1.052547,0.723771,6.613
train_epoch,59,0.00108215,1.008514,,10.423
val_epoch,59,0.00108215,1.051417,0.722205,6.754
train_epoch,60,0.00103713,1.005534,,10.502
val_epoch,60,0.00103713,1.052860,0.724710,6.225
train_epoch,61,0.00099256,1.008437,,10.604
val_epoch,61,0.00099256,1.055355,0.717507,6.838
train_epoch,62,0.00094850,1.005727,,10.441
val_epoch,62,0.00094850,1.050919,0.720639,6.279
train_epoch,63,0.00090498,1.004996,,10.900
val_epoch,63,0.00090498,1.051695,0.723771,6.733
train_epoch,64,0.00086204,1.002683,,10.322
val_epoch,64,0.00086204,1.050540,0.723144,6.832
train_epoch,65,0.00081974,1.003890,,10.621
val_epoch,65,0.00081974,1.050937,0.722518,6.568
train_epoch,66,0.00077811,1.004026,,10.492
val_epoch,66,0.00077811,1.051265,0.726276,6.894
train_epoch,67,0.00073719,1.005236,,10.431
val_epoch,67,0.00073719,1.051365,0.723771,6.738
train_epoch,68,0.00069703,1.005527,,10.525
val_epoch,68,0.00069703,1.051507,0.721578,6.196
train_epoch,69,0.00065766,1.004703,,10.894
val_epoch,69,0.00065766,1.050311,0.723771,6.732
train_epoch,70,0.00061912,1.002805,,10.600
val_epoch,70,0.00061912,1.050491,0.723458,6.178
train_epoch,71,0.00058145,1.002699,,10.489
val_epoch,71,0.00058145,1.050670,0.722205,6.685
train_epoch,72,0.00054468,1.001325,,10.387
val_epoch,72,0.00054468,1.049475,0.722831,6.221
train_epoch,73,0.00050886,1.003178,,11.087
val_epoch,73,0.00050886,1.051936,0.722518,6.616
train_epoch,74,0.00047402,1.002084,,11.130
val_epoch,74,0.00047402,1.050785,0.724710,6.685
train_epoch,75,0.00044019,1.002634,,10.768
val_epoch,75,0.00044019,1.051608,0.723458,6.431
train_epoch,76,0.00040741,1.000669,,10.628
val_epoch,76,0.00040741,1.049871,0.723144,6.503
train_epoch,77,0.00037571,1.000443,,10.711
val_epoch,77,0.00037571,1.050349,0.724084,6.695
