phase,epoch,lr,loss,acc,time_sec
train_epoch,1,0.00299926,1.569149,,11.230
val_epoch,1,0.00299926,1.259673,0.624491,6.494
train_epoch,2,0.00299704,1.182283,,11.380
val_epoch,2,0.00299704,1.167022,0.666458,6.781
train_epoch,3,0.00299335,1.122399,,12.063
val_epoch,3,0.00299335,1.147418,0.671469,6.914
train_epoch,4,0.00298818,1.094945,,11.149
val_epoch,4,0.00298818,1.122528,0.685875,6.143
train_epoch,5,0.00298154,1.078701,,10.403
val_epoch,5,0.00298154,1.109280,0.692452,6.139
train_epoch,6,0.00297344,1.063947,,10.500
val_epoch,6,0.00297344,1.102338,0.697776,6.269
train_epoch,7,0.00296389,1.060029,,9.637
val_epoch,7,0.00296389,1.094090,0.694331,6.055
train_epoch,8,0.00295289,1.054272,,10.687
val_epoch,8,0.00295289,1.094734,0.701535,5.970
train_epoch,9,0.00294046,1.052455,,10.854
val_epoch,9,0.00294046,1.092828,0.699969,6.313
train_epoch,10,0.00292661,1.050515,,10.970
val_epoch,10,0.00292661,1.088538,0.694645,5.986
train_epoch,11,0.00291135,1.043589,,10.268
val_epoch,11,0.00291135,1.084367,0.701221,6.129
train_epoch,12,0.00289470,1.039267,,10.862
val_epoch,12,0.00289470,1.078180,0.704666,6.249
train_epoch,13,0.00287667,1.037857,,10.509
val_epoch,13,0.00287667,1.077991,0.705293,6.509
train_epoch,14,0.00285729,1.041013,,11.031
val_epoch,14,0.00285729,1.071771,0.710930,5.898
train_epoch,15,0.00283656,1.030897,,10.666
val_epoch,15,0.00283656,1.075999,0.705919,6.498
train_epoch,16,0.00281452,1.033292,,10.327
val_epoch,16,0.00281452,1.071505,0.706546,6.272
train_epoch,17,0.00279118,1.025604,,10.451
val_epoch,17,0.00279118,1.072504,0.703414,6.103
train_epoch,18,0.00276657,1.030426,,10.698
val_epoch,18,0.00276657,1.073435,0.706546,6.264
train_epoch,19,0.00274071,1.027071,,10.448
val_epoch,19,0.00274071,1.067534,0.714062,6.540
train_epoch,20,0.00271362,1.024325,,10.264
val_epoch,20,0.00271362,1.067456,0.717194,6.445
train_epoch,21,0.00268534,1.023616,,10.530
val_epoch,21,0.00268534,1.062863,0.714688,6.666
train_epoch,22,0.00265588,1.020188,,10.103
val_epoch,22,0.00265588,1.064788,0.710930,6.273
train_epoch,23,0.00262529,1.018721,,10.291
val_epoch,23,0.00262529,1.074172,0.710617,6.727
