phase,epoch,lr,loss,acc,time_sec
train_epoch,1,0.00299926,1.747778,,11.984
val_epoch,1,0.00299926,1.440746,0.544003,6.835
train_epoch,2,0.00299704,1.358033,,12.416
val_epoch,2,0.00299704,1.331510,0.590354,7.399
train_epoch,3,0.00299335,1.286683,,11.265
val_epoch,3,0.00299335,1.302580,0.592546,7.271
train_epoch,4,0.00298818,1.251820,,11.096
val_epoch,4,0.00298818,1.273049,0.605074,6.376
train_epoch,5,0.00298154,1.232545,,10.836
val_epoch,5,0.00298154,1.255854,0.618541,6.096
train_epoch,6,0.00297344,1.214811,,10.303
val_epoch,6,0.00297344,1.241457,0.618854,6.325
train_epoch,7,0.00296389,1.208275,,10.423
val_epoch,7,0.00296389,1.234246,0.620733,6.203
train_epoch,8,0.00295289,1.201169,,10.308
val_epoch,8,0.00295289,1.233754,0.637645,6.123
train_epoch,9,0.00294046,1.197027,,10.133
val_epoch,9,0.00294046,1.227826,0.633573,6.905
train_epoch,10,0.00292661,1.188686,,11.456
val_epoch,10,0.00292661,1.230471,0.625431,7.030
train_epoch,11,0.00291135,1.187732,,11.571
val_epoch,11,0.00291135,1.216865,0.638584,6.101
train_epoch,12,0.00289470,1.179576,,10.407
val_epoch,12,0.00289470,1.217046,0.636392,6.322
train_epoch,13,0.00287667,1.179108,,11.188
val_epoch,13,0.00287667,1.209924,0.642029,7.257
train_epoch,14,0.00285729,1.177603,,11.843
val_epoch,14,0.00285729,1.208939,0.638898,7.115
train_epoch,15,0.00283656,1.170202,,11.348
val_epoch,15,0.00283656,1.210123,0.636705,6.541
train_epoch,16,0.00281452,1.171958,,10.606
val_epoch,16,0.00281452,1.209013,0.640464,6.606
train_epoch,17,0.00279118,1.164764,,10.956
val_epoch,17,0.00279118,1.209821,0.647040,6.137
train_epoch,18,0.00276657,1.167097,,10.933
val_epoch,18,0.00276657,1.199430,0.649859,6.831
train_epoch,19,0.00274071,1.165921,,10.381
val_epoch,19,0.00274071,1.197222,0.644222,6.187
train_epoch,20,0.00271362,1.161562,,10.676
val_epoch,20,0.00271362,1.193886,0.652678,6.307
train_epoch,21,0.00268534,1.160181,,10.607
val_epoch,21,0.00268534,1.193062,0.652678,6.514
train_epoch,22,0.00265588,1.152815,,11.096
val_epoch,22,0.00265588,1.194519,0.648293,6.859
train_epoch,23,0.00262529,1.154429,,10.321
val_epoch,23,0.00262529,1.203247,0.645788,6.404
train_epoch,24,0.00259359,1.153910,,11.161
val_epoch,24,0.00259359,1.189893,0.657062,6.682
train_epoch,25,0.00256081,1.151299,,10.490
val_epoch,25,0.00256081,1.191859,0.654870,6.681
train_epoch,26,0.00252698,1.151918,,10.447
val_epoch,26,0.00252698,1.187588,0.657376,6.861
train_epoch,27,0.00249214,1.153225,,10.532
val_epoch,27,0.00249214,1.191823,0.655496,6.680
train_epoch,28,0.00245632,1.150073,,10.456
val_epoch,28,0.00245632,1.184362,0.658941,6.131
train_epoch,29,0.00241955,1.146368,,10.776
val_epoch,29,0.00241955,1.188863,0.652051,6.547
train_epoch,30,0.00238188,1.149566,,11.163
val_epoch,30,0.00238188,1.203326,0.646414,6.427
train_epoch,31,0.00234334,1.146615,,10.709
val_epoch,31,0.00234334,1.185334,0.662386,6.159
train_epoch,32,0.00230397,1.146176,,10.568
val_epoch,32,0.00230397,1.186043,0.655810,6.474
train_epoch,33,0.00226381,1.140381,,10.874
val_epoch,33,0.00226381,1.179337,0.662700,6.737
train_epoch,34,0.00222289,1.140979,,10.798
