seed,ssl_da_method,ssl_normalization,ssl_flips,ssl_rotations,ssl_artifacts,ssl_noise,ssl_crop_min,ssl_lr,ssl_wd,ssl_loss,lp_best_val_acc,lp_best_epoch,lp_test_acc,lp_test_loss,seed,ssl_time_sec,lp_time_sec,total_time_sec
2952,GA,IN,FALSE,TRUE,TRUE,TRUE,0.2,0.0005,0.05,1.43384402,0.728468523,28,0.72886133,0.839677022,2952,4345.874805,562.7398009,4908.663347
2952,GA,IN,TRUE,FALSE,TRUE,TRUE,0.2,0.0005,0.05,1.404833209,0.709364233,73,0.708568207,0.879121869,2952,4288.629776,1098.680272,5387.35913
2952,GA,IN,TRUE,TRUE,FALSE,TRUE,0.2,0.0005,0.05,1.440640967,0.717507046,83,0.724915445,0.838602681,2952,4335.281654,1177.921976,5513.26244
2952,GA,IN,TRUE,TRUE,TRUE,FALSE,0.2,0.0005,0.05,1.426940939,0.726276227,74,0.736189402,0.828115563,2952,3876.140875,1108.413069,4984.602396
2952,BYOL,IN,TRUE,TRUE,TRUE,TRUE,0.2,0.0005,0.05,1.631555402,0.66489195,35,0.667418264,0.961961504,2952,5875.909281,962.4300277,6839.155897
2952,GA,IN,TRUE,TRUE,TRUE,TRUE,0.4,0.0005,0.05,1.3621913,0.707171936,58,0.711950395,0.877520126,2952,6169.202491,1412.328017,7582.170262
2952,GA,IN,TRUE,TRUE,TRUE,TRUE,0.6,0.0005,0.05,1.32912501,0.671155651,56,0.678128523,0.98480906,2952,6152.852576,1316.470109,7469.903163
