phase,epoch,lr,loss,acc,time_sec
train_epoch,54,0.00131256,1.043590,,11.374
val_epoch,54,0.00131256,1.090232,0.696524,6.734
train_epoch,55,0.00126593,1.041386,,10.700
val_epoch,55,0.00126593,1.089001,0.697776,6.644
train_epoch,56,0.00121952,1.041474,,10.792
val_epoch,56,0.00121952,1.090198,0.701221,7.046
train_epoch,57,0.00117339,1.043625,,11.006
val_epoch,57,0.00117339,1.084546,0.703101,6.755
train_epoch,58,0.00112759,1.040086,,11.250
val_epoch,58,0.00112759,1.086710,0.707172,6.890
train_epoch,59,0.00108215,1.040510,,11.982
val_epoch,59,0.00108215,1.084095,0.703727,6.956
train_epoch,60,0.00103713,1.037503,,11.139
val_epoch,60,0.00103713,1.085184,0.702787,6.651
train_epoch,61,0.00099256,1.040104,,11.133
val_epoch,61,0.00099256,1.088253,0.698716,6.847
train_epoch,62,0.00094850,1.038364,,11.210
val_epoch,62,0.00094850,1.084698,0.706232,7.350
train_epoch,63,0.00090498,1.036468,,11.211
val_epoch,63,0.00090498,1.085832,0.701221,7.173
train_epoch,64,0.00086204,1.035132,,10.590
val_epoch,64,0.00086204,1.084171,0.702787,6.823
train_epoch,65,0.00081974,1.036189,,11.652
val_epoch,65,0.00081974,1.084263,0.700908,6.696
train_epoch,66,0.00077811,1.035988,,11.980
val_epoch,66,0.00077811,1.085098,0.704353,6.821
train_epoch,67,0.00073719,1.036938,,10.744
val_epoch,67,0.00073719,1.083568,0.702787,6.826
train_epoch,68,0.00069703,1.036741,,11.143
val_epoch,68,0.00069703,1.084481,0.704353,7.232
train_epoch,69,0.00065766,1.036601,,11.307
val_epoch,69,0.00065766,1.083704,0.706232,6.824
train_epoch,70,0.00061912,1.035167,,10.897
val_epoch,70,0.00061912,1.083662,0.705293,6.727
train_epoch,71,0.00058145,1.034105,,12.650
val_epoch,71,0.00058145,1.083796,0.704666,6.938
train_epoch,72,0.00054468,1.033340,,10.735
val_epoch,72,0.00054468,1.082470,0.702787,7.085
train_epoch,73,0.00050886,1.035330,,10.855
val_epoch,73,0.00050886,1.086123,0.700908,6.953
train_epoch,74,0.00047402,1.034402,,10.875
val_epoch,74,0.00047402,1.084035,0.702161,6.759
train_epoch,75,0.00044019,1.034711,,11.217
val_epoch,75,0.00044019,1.085097,0.702787,7.352
train_epoch,76,0.00040741,1.032535,,10.966
val_epoch,76,0.00040741,1.082706,0.704980,6.700
train_epoch,77,0.00037571,1.031969,,10.998
val_epoch,77,0.00037571,1.083447,0.704040,6.842
train_epoch,78,0.00034512,1.032528,,11.480
val_epoch,78,0.00034512,1.082669,0.705606,6.778
